Timestamp,Position1,Position2,Position3,Position4,Position5,Position6,Position7,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,Velocity7
00:00.9,-0.0023914931177803,-0.7858952039082927,-0.0920630945115379,-2.3597072956536884,-0.0016837815517414,1.5699634735588912,0.7866950117335398,-0.0024635364371063,-0.0038140122913935,-0.0009384037588423,0.0024788991913044,-2.4084975285127403e-05,0.0002195531811526,-0.0004934808820783
00:00.9,-0.0021647174412685,-0.7859393470020988,-0.092087967917958,-2.3593382106724423,-0.0020174178186369,1.569978244326159,0.7864904852389741,-0.0025131234169148,-0.0042417005804911,-0.001029135022157,0.0023075987425538,-4.0366386897907944e-05,0.0002195531811526,-0.0004934808820783
00:01.0,-0.00211450191656,-0.785992252057646,-0.0922400039262946,-2.358851453033643,-0.0023405481695102,1.569978244326159,0.7861204742308777,-0.0025500574447259,-0.0045188918323517,-0.0011320383152146,0.0022998716299791,-4.0366386897907944e-05,0.0002195531811526,-0.0004934808820783
00:01.0,-0.0020475588977258,-0.786326645410173,-0.0922400039262946,-2.358851453033643,-0.002964716904641,1.569978244326159,0.7861204742308777,-0.0025500574447259,-0.0045287633061213,-0.0012264280026306,0.0022998716299791,-4.0366386897907944e-05,0.0002195531811526,-0.0004934808820783
00:01.1,-0.0018973818666128,-0.7863655048898672,-0.0922400039262946,-2.3587357538179,-0.0035463165951079,1.57001507814961,0.7861204742308777,-0.0025500574447259,-0.0045287633061213,-0.001460723773076,0.0022998716299791,-4.0366386897907944e-05,0.0002195531811526,-0.0004612273303728
00:01.1,-0.0018349446071996,-0.7863684676245314,-0.0922400039262946,-2.3587357538179,-0.0035602016403053,1.57001507814961,0.7861204742308777,-0.0025500574447259,-0.0047255532562178,-0.001675093138304,0.0022998716299791,-4.0366386897907944e-05,0.0002395081662543,-0.0004153005116621
00:01.2,-0.0016509092725045,-0.7865279201321445,-0.0922400039262946,-2.3587357538179,-0.0037200678037323,1.5700565363915202,0.7861204742308777,-0.0025131234169148,-0.0047255532562178,-0.0017258454121884,0.0022998716299791,-4.0366386897907944e-05,0.0002686964960048,-0.0002664927064534
00:01.2,-0.0016509092725045,-0.7866182162211798,-0.0922400039262946,-2.3587357538179,-0.0037200678037323,1.5702536310115316,0.7861204742308777,-0.0025131234169148,-0.0047255532562178,-0.0022182981926974,0.0022998716299791,1.4924626513301651e-05,0.0003597844329977,-0.0002112229237606
00:01.3,-0.0016509092725045,-0.7867000061171803,-0.092205950749836,-2.3587357538179,-0.0037200678037323,1.5703131432075406,0.7866011028456751,-0.0017488786183404,-0.0047255532562178,-0.0027475734502663,0.0024879168902775,5.050338436851461e-05,0.0003669689490981,-0.0002094500239472
00:01.3,-0.0016509092725045,-0.7867330143722032,-0.0921261233776179,-2.358842398263395,-0.0037200678037323,1.570434129118829,0.7872780951762146,-0.0017237506047764,-0.0046891951202515,-0.003049662220657,0.0025184248190933,7.41616078918611e-05,0.0003923841115413,-7.219115771673308e-05
00:01.4,-0.0016509092725045,-0.7867330143722032,-0.0921261233776179,-2.35910636484562,-0.0035602016403053,1.570521048567889,0.7873577583866184,-0.0017237506047764,-0.0046486873277458,-0.003049662220657,0.0025184248190933,9.298310464204496e-05,0.0003926601913759,0.0001669320452751
00:01.4,-0.0016509092725045,-0.7867330143722032,-0.0921261233776179,-2.3593304219371705,-0.0035602016403053,1.5708673609881203,0.7873906576764835,-0.0017237506047764,-0.0045672441129545,-0.003049662220657,0.0028084277203188,9.826847423326884e-05,0.0004158889187128,0.0001711568863557
00:01.5,-0.0020588268064779,-0.7866182162211798,-0.0921261233776179,-2.359518866946584,-0.0035602016403053,1.5709007924647076,0.787496812735289,-0.0017237506047764,-0.0045287633061213,-0.003049662220657,0.0028333235416862,9.826847423326884e-05,0.0004158889187128,0.0001711568863557
00:01.5,-0.0020588268064779,-0.7866182162211798,-0.0921261233776179,-2.3595263607165773,-0.0035602016403053,1.5710762249919674,0.7875380234354142,-0.0017237506047764,-0.0044918369768364,-0.003049662220657,0.0028404367879181,9.826847423326884e-05,0.0004158889187128,0.0001711568863557
00:01.6,-0.0020588268064779,-0.7865722976619799,-0.092205950749836,-2.3595263607165773,-0.0037200678037323,1.571159990055477,0.7875380234354142,-0.0017488786183404,-0.0044055388847603,-0.003049662220657,0.0028404367879181,9.298310464204496e-05,0.0003926601913759,0.0001711568863557
00:01.6,-0.0020588268064779,-0.7863684676245314,-0.0925354057416794,-2.3595263607165773,-0.0037431164969987,1.5712036633623658,0.7875380234354142,-0.0022788054742525,-0.0043613646105761,-0.0028366415322837,0.0029660830719895,9.298310464204496e-05,0.0003923841115413,0.0001711568863557
00:01.7,-0.002167757446426,-0.7859326387161,-0.0928875949855455,-2.3595263607165773,-0.0037431164969987,1.5712069569207467,0.7875380234354142,-0.002421087796821,-0.0042784892412518,-0.0027221485962018,0.0029660830719895,9.298310464204496e-05,0.0003923841115413,0.0001711568863557
00:01.7,-0.0022689092218881,-0.7858303223668764,-0.0932392442516621,-2.3595263607165773,-0.0040105958929488,1.5712496878348776,0.787496812735289,-0.0025347571986631,-0.0034822981862763,-0.0025245990817582,0.0029660830719895,3.505039480875812e-05,0.0003146218986302,6.584657305969856e-06
00:01.8,-0.0022689092218881,-0.7858303223668764,-0.0935540373949471,-2.359518866946584,-0.004155247050077,1.5712693225835128,0.7874558010969543,-0.0026381914895456,-0.0028390149320449,-0.0024043700674192,0.0029763217044868,4.627894880760312e-06,0.0002393348990593,-4.231627930113672e-05
00:01.8,-0.0020588268064779,-0.7858303223668764,-0.0935540373949471,-2.359352145061219,-0.0042313976317021,1.5712496878348776,0.7873906576764835,-0.0027179609504252,-0.0022861828964623,-0.0022508012010976,0.0030189655562861,3.7515009789595095e-06,0.0002339592042097,-6.824689696145286e-05
00:01.9,-0.0019917790493551,-0.7858303223668764,-0.0935540373949471,-2.359025079318232,-0.0047691115079424,1.5712496878348776,0.7873232529063813,-0.0030015403291341,-0.0021592903560704,-0.0022497639923132,0.0030757518587955,1.8233869718090345e-06,0.000233847394368,-0.0001341903992885
00:01.9,-0.0019706444058619,-0.7858303223668764,-0.0935540373949471,-2.3582796587938626,-0.0048336773964435,1.5712496878348776,0.7872275010771296,-0.0030015403291341,-0.0021388238292158,-0.0020932313924613,0.0030846423476794,-6.643666766782028e-05,0.0002202506376774,-0.00014946907101
00:02.0,-0.0017037291572149,-0.7858303223668764,-0.0935540373949471,-2.3578908675698327,-0.0048336773964435,1.5712496878348776,0.7872275010771296,-0.0030015403291341,-0.0020676015197535,-0.0020932313924613,0.0030846423476794,-9.556882985846884e-05,0.0001550662417462,-0.00014946907101
00:02.0,-0.0016967286438742,-0.786319781236179,-0.0932392442516621,-2.357712858082839,-0.0048336773964435,1.5712036633623658,0.7868501155070577,-0.0030015403291341,-0.0020174698885864,-0.0020932313924613,0.0030757518587955,-0.0001652658222482,0.0001402299074536,-0.00014946907101
00:02.1,-0.0016381041486767,-0.7865478355393136,-0.0928482520422819,-2.3575948625970224,-0.0048336773964435,1.5711726902091592,0.7866781202123984,-0.0030015403291341,-0.0018851424089716,-0.0019875093506934,0.0030757518587955,-0.0001655674590502,0.0001129651193332,-0.00014946907101
00:02.1,-0.0013231089244112,-0.7866977146220432,-0.0924963794326887,-2.3575948625970224,-0.0048336773964435,1.5706674061585235,0.7866498098879156,-0.0030015403291341,-0.0016272735450947,-0.0019608720352068,0.0030757518587955,-0.0001702219424335,6.375093795435491e-05,-0.00014946907101
00:02.2,-0.0013231089244112,-0.7867518715852864,-0.0923094212226465,-2.3575948625970224,-0.0047691115079424,1.570643684530963,0.7866353168127707,-0.0030015403291341,-0.0014298985665146,-0.0019542382932006,0.0030757518587955,-0.0001718566666223,4.414099781351969e-05,-0.00014946907101
00:02.2,-0.0013231089244112,-0.7867518715852864,-0.0923094212226465,-2.3575948625970224,-0.0041872569773944,1.570643684530963,0.7866353168127707,-0.0030212596597609,-0.0015802344413864,-0.001860101597598,0.0030757518587955,-0.0002245266998614,3.5668124188732084e-05,-0.0001295100920249
00:02.3,-0.0013231089244112,-0.7867518715852864,-0.0922763549179153,-2.3575948625970224,-0.0038896714602324,1.5704689068313724,0.7866353168127707,-0.0030391713811849,-0.0016272735450947,-0.001860101597598,0.0030757518587955,-0.0002691678921284,3.472839532602023e-05,0.0001080319337209
00:02.3,-0.0013231089244112,-0.7867518715852864,-0.0921849517359929,-2.357813906228565,-0.0037759284408915,1.570386117293783,0.7865722159590458,-0.00326917929078,-0.0017683870949082,-0.001860101597598,0.002986885253215,-0.0003479154528097,2.22532804077338e-06,0.0004637969376418
00:02.4,-0.0013231089244112,-0.7867518715852864,-0.0921518195023308,-2.357813906228565,-0.0037743273347616,1.570386117293783,0.7861375511606788,-0.0036110104249755,-0.0017683870949082,-0.0017563233405503,0.0029058252217228,-0.000375472859719,-1.6242545272031355e-05,0.0005087390321685
00:02.4,-0.0013216131788211,-0.7866977146220432,-0.0918766553537011,-2.3578470117544477,-0.0037743273347616,1.570386117293783,0.7855960364512665,-0.0040631568193921,-0.0017683870949082,-0.0011754288929371,0.0028275790740491,-0.0004337625863134,-3.238851038248115e-05,0.000553491209794
00:02.5,-0.0013216131788211,-0.7866496371275489,-0.0917734518794909,-2.3578470117544477,-0.0037743273347616,1.5704689068313724,0.785363528251082,-0.0040832515452635,-0.0017683870949082,-0.0006836637172604,0.0028090758123029,-0.000436870695757,-4.123788538224374e-05,0.000553491209794
00:02.5,-0.0013216131788211,-0.7864276464275691,-0.0917734518794909,-2.3578470117544477,-0.0037743273347616,1.5706208319016548,0.7850703949915512,-0.0041357642700065,-0.0017216677534151,-0.0006803986129875,0.0026602113170378,-0.000447234568819,-4.896651483200073e-05,0.0006389699024372
00:02.6,-0.0014867432643529,-0.7860234181671264,-0.0917734518794909,-2.3578470117544477,-0.0037743273347616,1.570643684530963,0.7850703949915512,-0.0045836792449165,-0.0017216677534151,-0.0004381129309406,0.0026602113170378,-0.0004562559647626,-5.170750513214121e-05,0.0006389699024372
00:02.6,-0.0017346807155045,-0.78567940698062,-0.091759510618111,-2.3578470117544477,-0.0038896714602324,1.5706598610786735,0.7850626250818714,-0.0045836792449165,-0.0017216677534151,-0.0003480165496598,0.0025694619783711,-0.0004562559647626,-5.170750513214121e-05,0.0006389699024372
00:02.7,-0.0018042280433379,-0.7847783407324777,-0.0916475872100085,-2.357813906228565,-0.0039462252029991,1.5706598610786735,0.7849010450824581,-0.0045836792449165,-0.0017216677534151,-0.0002568757875012,0.0025171030169004,-0.0004562559647626,-5.170750513214121e-05,0.0006389699024372
00:02.7,-0.0018493491998998,-0.7847783407324777,-0.0916254553204092,-2.3578044906827937,-0.0041753862737844,1.570668765209983,0.78490026414719,-0.0045836792449165,-0.0017655359240247,0.0003991632753239,0.0018057765939029,-0.0004562559647626,-5.170750513214121e-05,0.0005815475691575
00:02.8,-0.0018777730154827,-0.7847783407324777,-0.091601046439862,-2.3578044906827937,-0.0041753862737844,1.570668765209983,0.7848938465247095,-0.0045836792449165,-0.0017655359240247,0.0003991632753239,0.0018037458723587,-0.0004562559647626,-5.170750513214121e-05,0.000553491209794
00:02.8,-0.0019691143242128,-0.7847783407324777,-0.0914044429095815,-2.3578044906827937,-0.0041753862737844,1.570668765209983,0.7847762955738721,-0.0045836792449165,-0.0017216677534151,0.0004360477394272,0.0016688028301015,-0.0004510855382598,-5.170750513214121e-05,0.0005389792993973
00:02.9,-0.0024222881335149,-0.7847783407324777,-0.091282477365688,-2.357766992810499,-0.0041753862737844,1.570668765209983,0.7847748918286693,-0.0044372466852896,-0.0015256360723844,0.0004761878538067,0.001565450203116,-0.000447234568819,-2.42451570554351e-05,0.0004965721573643
00:02.9,-0.0024222881335149,-0.7847783407324777,-0.0912144303736983,-2.3577471935913756,-0.0042430692452725,1.570668765209983,0.7847612722841172,-0.0044331169186344,-0.0014336283779781,0.0004766154885037,0.0014145756632447,-0.0004376097535245,-1.2667671545570645e-05,0.0003974249039715
00:03.0,-0.0024322069573338,-0.7847082160655036,-0.0910382600797216,-2.357731658672846,-0.0042593243150831,1.5706598610786735,0.7844632747904444,-0.0042730716233976,-0.001401512909692,0.0005799436125665,0.0013803843061616,-0.0003734772145288,-1.1825920465043673e-05,0.000361601295029
00:03.0,-0.0024322069573338,-0.7846528241395571,-0.0910382600797216,-2.3576993138671245,-0.0042841287636913,1.570555927641113,0.7844288745412105,-0.0042470169809945,-0.0013736225796455,0.0005815886024333,0.0013702658565189,-0.0003704738303412,-5.870939016776882e-06,0.0001222252051778
00:03.1,-0.0024322069573338,-0.7846528241395571,-0.0910382600797216,-2.3576993138671245,-0.0043674218371118,1.5702243385677517,0.7841724339489735,-0.0039873756509692,-0.0012587169873327,0.0005815886024333,0.0013702658565189,-0.0002543419814434,6.431736361433634e-07,0.0001222252051778
00:03.1,-0.0024322069573338,-0.7846528241395571,-0.0910382600797216,-2.3574630085660364,-0.0043674218371118,1.5696407430387322,0.7837319021047248,-0.0039873756509692,-0.0009133578039909,0.0005815886024333,0.0013702658565189,-0.0001979669589206,2.198660678112665e-05,0.0001222252051778
00:03.2,-0.0024222881335149,-0.7846528241395571,-0.0910382600797216,-2.3574056258112077,-0.0044654727814837,1.5696407430387322,0.7837189429573195,-0.0039711617792398,-0.0004856313294969,0.0005973037103771,0.0013702658565189,-0.0001979669589206,4.3302019182991526e-05,0.0001222252051778
00:03.2,-0.0022927724404177,-0.7846006499524534,-0.091028218409039,-2.3569698249371847,-0.0044654727814837,1.5696407430387322,0.783585614910479,-0.0038082013496023,-4.10907624814502e-05,0.0007174308629618,0.0013803843061616,-0.0001896262615785,4.3302019182991526e-05,0.0001222252051778
00:03.3,-0.0021966753816621,-0.7843081269108101,-0.0909557782275688,-2.356762729748744,-0.0049765227391247,1.5696407430387322,0.7833044963378767,-0.0038058757124304,3.116531627475789e-05,0.0008885117946712,0.0013702658565189,-0.0001896262615785,4.3302019182991526e-05,0.0001222252051778
00:03.3,-0.0018771446274064,-0.7842154498073594,-0.0908690073941494,-2.356723320346749,-0.0049765227391247,1.5696407430387322,0.7830814641393875,-0.003785520306943,0.0001492410066772,0.0010508106948069,0.0012619802120639,-0.0001818287215474,4.3302019182991526e-05,0.0001850754588006
00:03.4,-0.001844651079328,-0.7841058775561,-0.0908690073941494,-2.3567180653848823,-0.0050077728360155,1.5696407430387322,0.7823607662716651,-0.0037319918500739,0.0003497956836139,0.0011147981272961,0.0012619802120639,-0.0001816724599094,3.42830138544351e-05,0.0001858292322653
00:03.4,-0.0014127117893859,-0.783966288448558,-0.0908517521562748,-2.3565134469804057,-0.0050871379999585,1.569660609380017,0.7823607662716651,-0.0036352186632827,0.0007128815865095,0.0012003724658535,0.0012619802120639,-0.0001816724599094,3.42830138544351e-05,0.0002221766224961
00:03.5,-0.0012176031947942,-0.783966288448558,-0.0908517521562748,-2.3564472665554135,-0.0051152602146078,1.5697365162723949,0.7823607662716651,-0.0036030505840356,0.0009551681812114,0.0013069682118193,0.0012619802120639,-0.0001818287215474,3.42830138544351e-05,0.0002221766224961
00:03.5,-0.0010328493690625,-0.783966288448558,-0.0905043614267691,-2.3564472665554135,-0.005220164630605,1.5698673037919435,0.7823607662716651,-0.0031576183257882,0.001161435510432,0.0013204231545436,0.0012619802120639,-0.0001979669589206,-1.1604625587564405e-05,0.000232544141785
00:03.6,-0.0010328493690625,-0.783966288448558,-0.090469692385551,-2.3564472665554135,-0.0052387420657545,1.5699916040739883,0.7823607662716651,-0.0030852703870921,0.0012060939644666,0.001458173558104,0.0008888000536515,-0.0002111598505829,-1.1604625587564405e-05,0.000232544141785
00:03.6,-0.0010328493690625,-0.783966288448558,-0.0903796420206746,-2.3565134469804057,-0.0052387420657545,1.570065665314478,0.7823607662716651,-0.0030313296517827,0.0012060939644666,0.001458173558104,0.0007216603508859,-0.0002146595302975,-1.1604625587564405e-05,0.000232544141785
00:03.7,-0.0010328493690625,-0.7840317714718337,-0.0903068814619906,-2.3565134469804057,-0.0052387420657545,1.5701397832022403,0.7824334693241213,-0.0022686062300449,0.0014290368586924,0.001458173558104,0.000684710988977,-0.0002194465798888,-1.1604625587564405e-05,0.000232544141785
00:03.7,-0.0010328493690625,-0.7841058775561,-0.0901796473179648,-2.356723320346749,-0.0050871379999585,1.570183892110162,0.7826183549161575,-0.0018537152540368,0.001477635445854,0.0013204231545436,0.0006553014383479,-0.0002678480009526,-1.1604625587564405e-05,0.0002193243767567
00:03.8,-0.0010328493690625,-0.7841749914151908,-0.0900815805323035,-2.3567461266907,-0.0050077728360155,1.5702015293003695,0.7833149450319543,-0.0017465410967466,0.0015049609693951,0.0013204231545436,0.0006475694736782,-0.0003294683449517,-1.1604625587564405e-05,0.0002098667706635
00:03.8,-0.0015161434781891,-0.7847080669737991,-0.0899644098163671,-2.3572216961026484,-0.004936478684557,1.570183892110162,0.7833537246339892,-0.0014291004592272,0.0015497379612383,0.0013204231545436,0.0005838532784838,-0.0003294683449517,3.099788973847704e-05,0.0002098667706635
00:03.9,-0.001522194364287,-0.7849802467261016,-0.0898704823925381,-2.3572216961026484,-0.0049157992937011,1.570183892110162,0.7834220702521416,-0.0011878678494625,0.0015049609693951,0.0012346896514596,0.0003971368434272,-0.0003294683449517,3.741268383730238e-05,0.0002098667706635
00:03.9,-0.0016185992986501,-0.7849884826443861,-0.0890274270772654,-2.3572216961026484,-0.0047063243735293,1.570183892110162,0.7835745958252386,-0.0011473184761649,0.0015049609693951,0.0012159319781813,0.0003971368434272,-0.0003294683449517,7.265024597818776e-05,0.0001951466684774
00:04.0,-0.0017008276453588,-0.7849884826443861,-0.0887906456339341,-2.3572216961026484,-0.0043454040524552,1.570183892110162,0.7838472446110886,-0.0011473184761649,0.001477635445854,0.0011913680412894,0.0003971368434272,-0.0003294683449517,8.04445403331594e-05,0.0001846933188757
00:04.0,-0.001774726656663,-0.7849898749905655,-0.0887433307268641,-2.3572216961026484,-0.0043454040524552,1.570183892110162,0.7839103488952747,-0.0011473184761649,0.0014290368586924,0.0011875062463622,0.000370578783499,-0.0003294683449517,9.257852105572814e-05,0.0001378192155659
00:04.1,-0.0018635363685655,-0.7849902398291324,-0.0886423301200563,-2.3572216961026484,-0.0043454040524552,1.5700041155452653,0.7839103488952747,-0.0011473184761649,0.0014172539227617,0.0010425026965394,0.0002749861176641,-0.0003031327017999,0.0001398755205374,0.0001120898853626
00:04.1,-0.0022129563055508,-0.7849902398291324,-0.0885900548884208,-2.3568478712412135,-0.0043366763435884,1.5692232372062649,0.7839103488952747,-0.0011473184761649,0.0013415049683309,0.0010234761828703,0.0002749861176641,-0.0002901621234382,0.0001620562247512,0.0001120898853626
00:04.2,-0.0030778196131208,-0.785107137702853,-0.0885900548884208,-2.356702914813024,-0.0043366763435884,1.5692232372062649,0.7839103488952747,-0.0011473184761649,0.0013415049683309,0.0008277380621514,0.0003209672258458,-0.0002750252200722,0.0002509687640959,8.418782065270021e-05
00:04.2,-0.0032338619739453,-0.785371349376161,-0.0885900548884208,-2.356702914813024,-0.0043366763435884,1.569171956222547,0.7839103488952747,-0.0012624993147777,0.0013253128449944,0.0006365604715823,0.0003209672258458,-0.0002669834085152,0.0003632937741831,8.418782065270021e-05
00:04.2,-0.0032338619739453,-0.785107137702853,-0.0885900548884208,-2.356702914813024,-0.0043454040524552,1.569171956222547,0.7838472446110886,-0.0013572142270915,0.0013253128449944,0.0003836191279835,0.0002749861176641,-0.0002209353149249,0.0004202388145137,0.0001120898853626
00:04.3,-0.0032338619739453,-0.785107137702853,-0.0886423301200563,-2.356702914813024,-0.0043928132017856,1.5691258214292063,0.7835959970319052,-0.0015054557804431,0.0013253128449944,-7.241183648531665e-05,0.0002749861176641,-0.000173217520433,0.0004672463959424,0.0001129184496571
00:04.4,-0.0032445247426595,-0.785107137702853,-0.0887906456339341,-2.356702914813024,-0.0044924498088118,1.5691258214292063,0.7832042495677745,-0.0015054557804431,0.0013253128449944,-0.0002389761444535,0.00016554016402,-0.0001652266770205,0.0005030101660611,0.0001378192155659
00:04.4,-0.0035034105990836,-0.785107137702853,-0.0888080779401121,-2.356702914813024,-0.0045883736503581,1.5691258214292063,0.7828716211145237,-0.0015054557804431,0.0013253128449944,-0.0002408721796185,-3.175162410263196e-05,-7.603949778251481e-05,0.0005257522746651,0.0001190147575605
00:04.5,-0.0036807684870128,-0.7854036598562163,-0.0888212382512607,-2.356992252942188,-0.0048131297337816,1.5691372493673117,0.7828204237746036,-0.0015054557804431,0.0013253128449944,-0.0002408721796185,-0.0001209799980082,-7.119989416786438e-05,0.0005453181534078,0.0001129184496571
00:04.5,-0.0036807684870128,-0.7855686910747961,-0.0896604672323323,-2.3570073320834704,-0.0050242850983806,1.5691372493673117,0.7828204237746036,-0.0015054557804431,0.0013365168567441,-0.0002408721796185,-0.0002279291252351,-3.765658336626517e-05,0.0006313473555708,6.68397736522813e-05
00:04.6,-0.0036807684870128,-0.7856197124249711,-0.0901343580983714,-2.3571508732539415,-0.0050242850983806,1.5692368762552231,0.7828204237746036,-0.0012624993147777,0.0013365168567441,-0.0002408721796185,-0.0004736776411793,-2.912593320254121e-05,0.0006568727409471,6.68397736522813e-05
00:04.6,-0.0035034105990836,-0.785734142211714,-0.0901343580983714,-2.3577139510161373,-0.0050242850983806,1.5696033913811818,0.7828204237746036,-0.0009531216993394,0.0013365168567441,-0.0002408721796185,-0.0005038961518518,-2.776831066724085e-05,0.0006581362075854,0.0001129184496571
00:04.7,-0.0033686822890927,-0.785734142211714,-0.0901343580983714,-2.3580458553475756,-0.0050242850983806,1.569702091553938,0.7828204237746036,-0.0006707494721416,0.0013365168567441,-0.0002389761444535,-0.0005655242791964,-8.320326257786932e-06,0.0006618228105427,0.0001129184496571
00:04.7,-0.0033686822890927,-0.7857004978854341,-0.0901343580983714,-2.3581930468592684,-0.0050242850983806,1.5697195280030245,0.7828204237746036,-0.0004822913521197,0.0013365168567441,0.0005310290820627,-0.0007166060305644,-5.656100218066225e-06,0.0006618228105427,0.0001190147575605
00:04.8,-0.0033686822890927,-0.7857004978854341,-0.0901343580983714,-2.358353496494207,-0.0050242850983806,1.5698160902420062,0.7831338080861903,9.99698455860834e-05,0.0013365168567441,0.0005336859370704,-0.000993271821407,3.006239928646119e-06,0.0006618228105427,0.0001569895746116
00:04.8,-0.0033686822890927,-0.7857385727472557,-0.0901343580983714,-2.35876283479672,-0.0047099998657482,1.5698977923262745,0.783146022034857,0.000524486273269,0.0012212807131424,0.0005695401074999,-0.0013020797225209,3.006239928646119e-06,0.0006636326777363,0.0002163552140349
